temperaturemin,temperaturemax,precipitation,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
34,54,0,5.82,50,16.11,60,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,61,0.23,8.72,130,17.9,120,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
42.1,55.9,0.1,8.05,90,16.11,80,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
42.1,57,0,3.58,360,12.08,30,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,50,0.34,8.05,60,14.09,40,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
28.9,62.1,0,1.34,230,10.07,260,14.09,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48,57,1.04,5.59,150,23.04,160,29.97,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
60.1,84,0,11.63,210,23.04,220,29.97,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
43,75,0,2.01,50,10.07,310,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,75.9,0,9.62,110,19.91,130,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
50,80.1,0,10.07,220,21.92,220,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
50,71.1,0.67,5.82,340,17,330,29.08,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
70,89.1,0,4.92,250,10.07,220,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,95,0,2.46,80,8.05,150,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
64,93,0,3.13,240,12.08,270,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57.9,82.9,0,3.58,40,12.97,30,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66,91.9,0,5.59,280,12.97,290,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
71.1,95,0,4.92,170,17,170,23.94,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
73.9,91.9,0,11.18,240,25.95,240,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
72,97,0,8.5,230,16.11,210,25.95,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
70,91.9,0,3.8,220,14.99,230,17.9,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
70,93.9,0.06,5.82,260,16.11,200,25.05,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
68,93.9,0,6.26,230,12.97,230,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,93.9,0,3.58,230,16.11,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,87.1,1.08,5.37,260,23.94,280,36.91,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
69.1,87.1,0,3.13,160,8.95,180,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66,89.1,0,2.46,230,12.08,220,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
42.1,68,0,4.03,290,12.97,300,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
62.1,66.9,0.32,8.05,50,21.03,40,27.96,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
46.9,73.9,0,4.7,270,17,280,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
44.1,77,0,6.26,230,17,230,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,77,0,10.74,230,21.03,220,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,55,0,8.28,60,17.9,40,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
62.1,79,0,11.63,220,21.92,210,29.97,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
39,70,0,4.92,220,17,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30,46.9,0,6.26,70,16.11,90,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,60.1,0,2.24,150,6.93,170,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
43,68,0,8.95,230,25.05,230,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55,64.9,0.25,9.62,210,21.03,200,29.08,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
45,68,0,7.61,200,25.95,200,36.01,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,53.1,0,6.49,270,17,270,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30,55,0,3.58,280,14.09,240,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,37,0,8.05,40,17.9,40,23.04,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
36,53.1,0,4.03,180,8.95,190,12.97,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
48.9,69.1,0.02,6.71,300,14.09,320,23.94,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
37.9,55,0.23,4.03,230,14.09,230,16.11,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
21.9,52,0,3.36,230,14.99,230,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
33.1,48.9,0.24,2.01,250,8.95,240,12.08,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
48,71.1,0.05,9.84,230,25.05,230,31.99,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
34,70,0,7.16,220,19.91,210,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
42.1,73,0,8.28,220,19.91,240,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
53.1,77,0.03,5.82,40,17.9,40,23.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,63,0.05,6.93,40,19.91,20,27.96,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
48,62.1,0.82,8.28,50,17,30,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,66.9,0.3,9.84,210,25.05,220,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
26.1,48,0,4.92,290,16.11,320,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,50,0,2.68,20,10.07,310,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30,48.9,0,2.91,50,14.09,50,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21.9,48.9,0,5.82,250,17,250,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27,45,0,7.83,250,17,280,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15.1,39,0,6.04,190,17,200,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,50,0.59,6.71,10,21.03,10,25.95,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
28,53.1,0.14,8.5,220,31.99,230,40.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
21.9,39.9,0,4.47,290,12.08,360,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23,39,0,4.92,300,14.99,260,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,73.9,0,9.62,270,27.96,310,33.11,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
30,55,0,6.93,50,21.92,50,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
44.1,80.1,0,4.47,210,14.09,210,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,66,2.14,8.05,30,16.11,340,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
61,86,0,5.14,110,21.03,100,23.94,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
32,55.9,0,0.89,230,12.97,230,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,84,0,5.59,190,12.97,200,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,87.1,0,6.49,230,17.9,240,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
59,91.9,0,6.26,220,17,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,66.9,0,13.42,30,23.94,40,31.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
51.1,73,0,8.72,40,21.03,50,23.94,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
44.1,75,0,4.25,190,12.97,160,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
53.1,82,0,10.74,220,19.91,220,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
43,73,0,3.58,290,12.97,280,16.11,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,82.9,0,4.92,270,17,270,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,88,0,3.36,120,17,120,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64,91,0,6.49,180,14.09,170,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
60.1,84,0.22,4.7,270,12.97,290,17,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
68,91.9,0.39,5.59,30,36.01,30,44.07,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
69.1,87.1,0,6.49,100,14.99,100,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
57.9,82.9,0.03,4.25,230,14.99,240,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
64,89.1,0.06,3.58,10,10.07,10,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
63,96.1,0,3.13,220,12.08,220,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
64.9,82.9,0.2,3.13,40,12.97,40,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
66,84.9,0.12,3.8,90,12.97,120,14.99,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
68,91,0,5.37,130,14.09,130,16.11,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
72,95,0.11,5.82,240,19.91,230,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
70,95,0.82,10.07,220,36.01,210,42.95,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
70,96.1,2.05,6.49,230,25.05,220,29.97,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
71.1,91,0.08,5.82,240,14.99,230,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
69.1,93.9,1.18,5.59,230,23.04,230,27.96,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
69.1,91.9,0,4.47,80,14.09,90,17,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
69.1,91.9,0,3.8,90,14.09,90,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
70,96.1,0,4.7,180,10.07,210,14.09,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
72,98.1,0.03,3.8,140,12.97,140,14.99,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
75,104,0.05,4.92,30,19.91,340,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
70,98.1,0,5.14,50,14.99,20,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
71.1,95,0,4.7,10,12.08,130,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,91,0,6.71,80,16.11,90,21.03,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
70,82.9,1.91,6.49,110,14.09,170,16.11,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
57,75.9,0,8.05,50,14.99,20,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,91,0,4.47,190,12.08,190,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
61,82,0,8.05,50,14.09,50,17,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
68,87.1,0,4.7,80,12.97,50,17,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64,88,0.04,6.49,240,17.9,230,21.03,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
51.1,69.1,0,7.61,300,14.99,330,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
59,70,0.08,11.63,50,17,30,23.94,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
55.9,75,0.37,5.37,160,12.97,240,14.99,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
46.9,62.1,0,12.3,40,23.04,40,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,66,0,2.01,240,14.09,290,17,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
43,63,0,9.4,270,19.91,220,25.95,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
32,54,0,2.68,90,12.08,80,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30,57.9,0,1.34,220,10.07,210,12.97,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
39,66,0.32,11.41,230,21.92,320,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,70,0,1.57,240,12.08,230,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,57,0,2.68,50,12.97,30,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,71.1,0,5.37,230,14.09,100,16.11,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
55.9,79,0,8.72,240,21.92,240,25.95,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
35.1,53.1,0.24,10.07,290,25.05,270,36.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
28.9,53.1,0.02,3.13,230,12.97,240,14.99,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
36,64,0.04,6.04,210,21.03,200,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
25,35.1,0,11.18,280,19.91,260,27.96,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
39.9,69.1,0,7.83,240,17.9,240,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,55.9,0.15,5.14,100,16.11,100,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
24.1,44.1,0,4.47,300,17.9,300,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
34,39,0.55,7.61,80,17,90,21.03,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
30,46.9,0,5.82,310,17.9,320,23.94,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
28.9,48,0,4.7,220,12.08,230,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26.1,52,0,2.91,300,12.08,300,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24.1,55,0,2.01,270,12.08,280,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28.9,61,0,3.13,220,10.07,170,12.97,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
48,75.9,0,10.07,240,25.05,240,33.11,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
35.1,59,0,4.7,360,12.08,360,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
42.1,66.9,0,9.17,230,21.03,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,64.9,0,14.09,270,33.11,260,46.98,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28,50,0.01,5.14,320,14.09,330,21.92,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
46.9,61,0.47,8.72,230,23.94,230,31.09,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
26.1,55.9,0,8.5,180,19.91,210,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46,59,1.02,5.59,250,17.9,250,25.05,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
28,52,0,5.14,300,14.09,280,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37,64,0,5.82,220,12.08,230,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37,75.9,0,6.93,220,17,220,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,63,0.01,7.83,320,14.99,350,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
33.1,66.9,0,6.71,210,16.11,210,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,77,0,13.42,230,25.95,240,34.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
45,73,0.39,7.16,240,21.92,230,27.96,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
46.9,64,0,8.72,50,14.99,20,17,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
51.1,71.1,0,3.58,50,12.08,150,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57,75.9,0.06,15.21,230,27.96,240,36.01,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
37.9,61,0,8.5,20,21.92,40,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46,86,0,5.14,220,14.99,220,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48,73.9,0.43,4.25,270,25.05,280,31.99,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
63,79,1.16,5.82,80,14.99,80,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
55.9,71.1,0.68,8.72,230,29.08,230,31.99,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
48,78.1,0,10.96,230,21.03,230,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57,81,0,13.2,230,23.04,220,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,82,0.43,10.29,200,23.94,200,33.11,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
53.1,79,0.57,10.51,220,25.95,290,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
52,75,0,6.26,250,19.91,310,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
72,93.9,0,10.51,220,21.92,240,25.95,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
73.9,93,0,8.5,50,19.91,120,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
68,90,0,5.59,280,16.11,350,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
63,91,0,5.14,220,23.04,200,27.96,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
66.9,89.1,0.01,3.8,280,16.11,300,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
62.1,95,0,5.14,220,17,200,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
72,87.1,0.03,3.58,90,14.09,30,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
66,87.1,0,6.26,40,14.09,40,17.9,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
64.9,88,0,4.47,50,14.99,40,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
63,86,0,1.57,150,8.95,130,10.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,93,0,2.91,100,8.95,110,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
73,93.9,0,3.13,300,12.08,320,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
71.1,95,0.1,4.25,320,17.9,320,25.05,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
72,96.1,0,2.46,290,8.95,310,12.97,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
73,96.1,0,3.8,310,14.09,320,17,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
64,89.1,0,3.8,50,14.09,50,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,86,0,5.14,310,12.97,320,17.9,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
66,91,0.36,3.58,170,17,170,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
66.9,86,0,3.13,40,10.07,130,14.09,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
69.1,88,0,6.04,230,12.97,230,14.99,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
72,81,0.07,5.82,80,14.99,90,17,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
70,91,0.64,4.47,60,29.97,60,38.03,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
64.9,86,0,4.47,40,12.97,90,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
69.1,89.1,0,2.01,40,8.95,40,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66.9,90,0,3.13,130,12.08,170,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73,91,0,12.3,230,21.92,230,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
60.1,80.1,0,4.92,30,14.09,30,17.9,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
59,75.9,0,10.29,40,21.92,40,25.95,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
64,82,0,2.68,40,12.97,40,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
62.1,81,0.01,2.68,310,12.97,310,17.9,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
46.9,70,0,2.91,290,12.97,300,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,79,0,1.79,200,8.05,250,10.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55.9,71.1,0,6.71,90,12.97,50,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
52,73.9,0,6.04,170,12.97,180,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
51.1,62.1,0.3,9.62,40,17,30,21.92,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
39,60.1,0,6.26,110,14.09,80,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,77,0,1.79,230,8.95,200,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37,66,0,1.57,30,10.07,360,14.09,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
28,57,0,6.49,270,16.11,300,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28,44.1,0.05,7.83,300,19.91,310,27.96,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
30.9,54,0.18,8.05,280,21.03,290,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
26.1,54,0,3.8,280,10.96,320,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,68,0,3.13,260,10.07,270,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,50,0.04,7.61,80,16.11,80,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
28,52,0,4.7,350,12.97,360,17.9,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
21.9,48,0,3.8,150,8.95,140,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57,69.1,1.4,10.29,220,27.96,190,34.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
28,57,0,2.24,160,12.08,160,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
44.1,61,0.02,7.16,50,21.03,40,27.96,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
35.1,60.1,0.6,9.84,250,25.05,280,33.11,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
37.9,66.9,0,7.38,210,25.05,200,31.09,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,66,0.31,3.8,220,23.94,210,29.08,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
57,73.9,0.23,12.75,220,27.96,220,31.99,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
43,55.9,0.62,4.03,230,12.08,250,14.99,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
30,48,0,3.58,360,12.97,30,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21.9,44.1,0,7.61,360,14.09,30,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,41,0,10.51,210,17,220,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
12.9,35.1,0,4.7,240,12.97,270,17,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
